hash,entropy
b913d5bbb8e461c2c5961cbe0edcdadfd29f068225ceb37da6defcf89849368f8c6c2eb6a4c4ac75775d032a0ecfdfe8550573062b653fe92fc7b8fb3b7be8d6,3.91670374427481
3d268392185b0d536e811fe8bc3493f856ae4f9468bce594b84b6e4fd08b832e29256624f6e763c9d9f64b94fb23dff79ab7bcd9cfc3367ffc09f4c83e7e230f,3.858584954355886
d58754338a086d434291ff3a1c1a9b7d5e8ff10415bcd0ff5d55f52e6b7ca8640109162d29f4ea1d3459c28f609284b005c7ac12ad311d0118d6c5b70b49b9b0,3.9310181697722366
bec41e59e8fdb53aca084a7859f731bb2b79985786445376f15876df1af02f8e15bee2d52485025767f78adb632cb40f1353745c6c770dd589c9e05911f4f724,3.9336754608230486
65e908782a6ff7838446bf2b794aec3e49dcc50fcdbad2b384d21916c25222994ba71b34e244e53d5593866072fb0e048312b54e2073b74c0f777b59c2da4907,3.928849958678435
36385751ba019a709ac52762385dc03fb86fa8dac3b79959d4913a4815e6e054e27e0da72fe846fc3f42ed4116445d5db967b5e1080cc35553dd6238e0da0abf,3.964089987187028
975a3c79b527b6cec59026d1120b577cdf1b21615c947277e6a3e6fe161636e1e9255f3c41b1ab2bca07444042c83c6b808bb94eeff2dce9c2d60861c5384f4a,3.9331744299092057
4c45f23f34ab3c8dc571cd1bd15be143b26920a2343f444dcf3bdf2061422efb039497fb272a2806d950d7afa490b4ca70163acc69f5674ed733b7449bafc01f,3.8839373957452343
2e87c16d6bf3586b70feac5712c7749ca7be5fa5225df7d8507d3bd8f2b4096c2abbb4b5334ccf76de9b6f0451305502d1515f4629008cecfa7dcf7a823e3dbb,3.9332674285423606
9eb7b58ebe58802916456a8e978871bdb5433ea7bcf6934098bfa1cac77211bd3524511c24f627adacb8393ec023088b59b506b8c7fc1098fad5a03d6896d5e8,3.9432468031245946
3a56c3900b3b2aa90a79f14b8f1cbabaecc762fd0f6051724ef98fa2b6ceccd52087be0bbc7841cd02055637e815ded3546f7c3e0031c1eb26e9ae3e20ac6ac9,3.9300580482964143
b36b527a374aabdc2c63a62c7fe5530dcd87a9b10d3d37a102320193e605d711fa3499cfe76362cf84eb12055e95acd48780c43c218fd13acbf5a32a531d9370,3.9266325453630175
0d34c891df60a07147f40a16a886cd692afd47632b1ae0305da00d70cccf399ab21beb91c93b201e665caec3c24d804f4ca4c09d29185d8b15e35df5345a5a61,3.9395025545222895
5d7104a26d5f34067f92a13a870e89d26b4c327993fcb558fba99863de691e4cc901893220caab0c3d09eb3e07774f705ff2faf19ce027837bcee99040ef890b,3.9233696294247395
9426a0bbcd74f4a9332e2ad695ca457e45582c04316b24a1bf9eb20df7ad8b2559980376e66c4736021783cf57d8e9c095e3db88102bc3fc4400d506de487b0f,3.9658866788123435
65240d5b0119bb5b7132a13a0d156b669b57e4b1d15fde16805e5a4a1bdbe7425538ecb9bff21d9c36aee40da0d1a0d39c874496d2e566b808a3d752e94b369a,3.8953046223337933
8852201295f20056b1832ba34f6ab829be9fd955373fb2428dcbeaf5bf104ea2a1b2512575f93b1253c5e8e7c586805cd3d77a3d46a767b60fd4e68ebec34895,3.935641862940577
b07932910c7154cfd787fbdcf931a5c763539ce28d9df30b755c9fb28886a05b783840b59b4325b7f6aa981f030a4cccd019e8cc2b999b7ae4903dac14ac0ccc,3.8794337639166283
